,rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_optmag,st_optband,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,rowupdate
211,212,HATS-4,b,Transit,1,2.516729,2e-06,-2e-06,06h16m26.90s,94.112075,-22d32m48.8s,-22.546885,420.0,12.0,-12.0,13.459000000000001,V (Johnson),5403.0,50.0,-50.0,1.0,0.02,-0.02,0.93,0.02,-0.02,2014-07-02
212,213,HATS-5,b,Transit,1,4.763387,1e-05,-1e-05,04h28m53.49s,67.222871,-21d28m54.9s,-21.481916000000002,257.0,8.0,-8.0,12.63,V (Johnson),5304.0,50.0,-50.0,0.94,0.03,-0.03,0.87,0.02,-0.02,2014-05-14
213,214,HATS-6,b,Transit,1,3.3252725,2.1e-06,-2.1e-06,05h52m35.23s,88.14679699999999,-19d01m54.0s,-19.031655999999998,148.4,3.3,-3.3,15.16,V (Johnson),3724.0,18.0,-18.0,0.57,0.02,-0.03,0.57,0.01,-0.01,2015-05-14
214,215,HATS-8,b,Transit,1,3.583893,1e-05,-1e-05,19h39m46.02s,294.941746,-25d44m53.9s,-25.748317999999998,829.0,110.0,-48.0,14.03,V (Johnson),5679.0,50.0,-50.0,1.06,0.04,-0.04,1.09,0.15,-0.06,2015-06-17
215,216,HATS-9,b,Transit,1,1.9153073,5.2e-06,-5.2e-06,19h23m14.42s,290.810104,-20d09m58.7s,-20.166317000000003,622.0,42.0,-30.0,13.276,V (Johnson),5366.0,70.0,-70.0,1.03,0.04,-0.04,1.5,0.1,-0.04,2015-05-21
217,218,HD 100655,b,Radial Velocity,1,157.57,0.65,-0.65,11h35m03.75s,173.76564,+20d26m29.6s,20.441545,140.85,15.06,-19.16,6.45,V (Johnson),4861.0,110.0,-110.0,2.4,0.2,-0.4,9.3,1.3,-1.1,2014-05-14
219,220,HD 10180,c,Radial Velocity,6,5.75969,0.00028,-0.00028,01h37m53.58s,24.473233999999998,-60d30m41.5s,-60.511528000000006,39.02,1.1,-1.1,7.321000000000001,V (Johnson),5911.0,19.0,-19.0,1.06,0.05,-0.05,1.11,0.04,-0.04,2015-06-25
220,221,HD 10180,d,Radial Velocity,6,16.357,0.0038,-0.0038,01h37m53.58s,24.473233999999998,-60d30m41.5s,-60.511528000000006,39.02,1.1,-1.1,7.321000000000001,V (Johnson),5911.0,19.0,-19.0,1.06,0.05,-0.05,1.11,0.04,-0.04,2015-06-25
221,222,HD 10180,e,Radial Velocity,6,49.748,0.025,-0.025,01h37m53.58s,24.473233999999998,-60d30m41.5s,-60.511528000000006,39.02,1.1,-1.1,7.321000000000001,V (Johnson),5911.0,19.0,-19.0,1.06,0.05,-0.05,1.11,0.04,-0.04,2015-06-25
222,223,HD 10180,f,Radial Velocity,6,122.744,0.232,-0.232,01h37m53.58s,24.473233999999998,-60d30m41.5s,-60.511528000000006,39.02,1.1,-1.1,7.321000000000001,V (Johnson),5911.0,19.0,-19.0,1.06,0.05,-0.05,1.11,0.04,-0.04,2015-06-25
223,224,HD 10180,g,Radial Velocity,6,604.67,10.42,-10.42,01h37m53.58s,24.473233999999998,-60d30m41.5s,-60.511528000000006,39.02,1.1,-1.1,7.321000000000001,V (Johnson),5911.0,19.0,-19.0,1.06,0.05,-0.05,1.11,0.04,-0.04,2015-06-25
224,225,HD 10180,h,Radial Velocity,6,2205.0,105.9,-105.9,01h37m53.58s,24.473233999999998,-60d30m41.5s,-60.511528000000006,39.02,1.1,-1.1,7.321000000000001,V (Johnson),5911.0,19.0,-19.0,1.06,0.05,-0.05,1.11,0.04,-0.04,2015-06-25
229,230,HD 102329,b,Radial Velocity,1,778.1,7.5,-7.5,11h46m46.64s,176.694351,+03d28m27.5s,3.474293,138.5,17.44,-23.31,8.04,V (Johnson),4830.0,44.0,-44.0,1.95,0.14,-0.14,6.3,0.1,-0.1,2014-05-14
231,232,HD 102956,b,Radial Velocity,1,6.495,0.0004,-0.0004,11h51m22.51s,177.843796,+57d38m26.6s,57.640736,121.07,12.37,-15.55,7.851,V (Johnson),5054.0,44.0,-44.0,1.68,0.11,-0.11,4.4,0.1,-0.1,2014-05-14
239,240,HD 106270,b,Radial Velocity,1,2890.0,390.0,-390.0,12h13m37.28s,183.40535,-09d30m48.2s,-9.513380999999999,87.87,7.23,-8.65,7.73,V (Johnson),5638.0,44.0,-44.0,1.32,0.09,-0.09,2.5,0.1,-0.1,2014-05-14
240,241,HD 10647,b,Radial Velocity,1,989.2,8.1,-8.1,01h42m29.32s,25.622149,-53d44m27.0s,-53.740832999999995,17.35,0.19,-0.19,5.52,V (Johnson),6218.0,20.0,-20.0,1.11,0.02,-0.02,1.1,0.02,-0.02,2014-05-14
241,242,HD 106515 A,b,Radial Velocity,1,3630.0,12.0,-12.0,12h15m06.57s,183.77735900000002,-07d15m26.4s,-7.257327,36.36,1.93,-2.16,7.971,V (Johnson),5362.0,29.0,-29.0,0.97,0.01,-0.01,1.62,0.05,-0.05,2014-05-14
247,248,HD 108863,b,Radial Velocity,1,443.4,4.2,-4.2,12h30m19.91s,187.582962,+21d56m53.7s,21.948244,138.5,18.02,-24.36,7.89,V (Johnson),4956.0,44.0,-44.0,1.85,0.13,-0.13,5.6,0.1,-0.1,2014-05-14
253,254,HD 109749,b,Radial Velocity,1,5.24,0.002,-0.002,12h37m16.38s,189.318237,-40d48m43.6s,-40.812115000000006,59.03,5.98,-7.5,8.208,V (Johnson),5903.0,50.0,-50.0,1.2,0.1,-0.1,1.24,0.1,-0.1,2014-05-14
254,255,HD 110014,b,Radial Velocity,1,835.477,6.04,-6.04,12h39m14.77s,189.811523,-07d59m44.0s,-7.995564,90.0,2.3,-2.3,4.66,V (Johnson),4445.0,70.0,-70.0,2.17,0.28,-0.28,20.9,1.1,-1.1,2014-05-14
256,257,HD 113337,b,Radial Velocity,1,324.0,1.7,-3.3,13h01m46.93s,195.445526,+63d36m36.8s,63.610226000000004,37.42,0.73,-0.76,6.007999999999999,V (Johnson),6576.6,153.2,-149.7,1.4,0.14,-0.14,1.5,0.15,-0.15,2014-05-14
262,263,HD 114762,b,Radial Velocity,1,83.9151,0.003,-0.003,13h12m19.74s,198.08226000000002,+17d31m01.6s,17.517122,40.57,2.24,-2.52,7.301,V (Johnson),5673.0,44.0,-44.0,0.83,0.01,-0.01,1.24,0.05,-0.05,2014-12-17
264,265,HD 11506,b,Radial Velocity,2,1627.5,5.9,-5.9,01h52m50.53s,28.210558000000002,-19d30m25.1s,-19.506975,51.7,1.6,-1.6,7.51,V (Johnson),6055.0,44.0,-44.0,1.24,0.02,-0.02,1.33,0.05,-0.05,2014-12-03
265,266,HD 11506,c,Radial Velocity,2,223.6,0.6,-0.6,01h52m50.53s,28.210558000000002,-19d30m25.1s,-19.506975,51.7,1.6,-1.6,7.51,V (Johnson),6055.0,44.0,-44.0,1.24,0.02,-0.02,1.33,0.05,-0.05,2014-12-03
266,267,HD 116029,b,Radial Velocity,1,670.0,11.0,-11.0,13h20m39.54s,200.164764,+24d38m55.3s,24.648699,110.62,10.82,-13.45,8.04,V (Johnson),4951.0,44.0,-44.0,1.58,0.11,-0.11,4.6,0.1,-0.1,2014-05-14
268,269,HD 11755,b,Radial Velocity,1,433.7,3.2,-3.2,01h58m50.09s,29.708696000000003,+73d09m08.6s,73.15238199999999,231.5,22.7,-22.7,6.87,V (Johnson),4312.5,5.0,-5.0,0.9,0.1,-0.1,27.3,1.0,-1.0,2015-10-15
273,274,HD 11977,b,Radial Velocity,1,711.0,8.0,-8.0,01h54m56.13s,28.733881,-67d38m50.3s,-67.647301,66.49,2.02,-2.14,4.69,V (Johnson),4970.0,70.0,-70.0,1.91,0.21,-0.21,10.09,0.32,-0.32,2014-05-14
274,275,HD 120084,b,Radial Velocity,1,2082.0,24.0,-35.0,13h42m39.20s,205.663345,+78d03m52.0s,78.064438,97.66,4.46,-4.91,5.899,V (Johnson),4892.0,22.0,-22.0,2.39,0.06,-0.3,9.12,0.65,-0.61,2014-05-14
281,282,HD 12648,b,Radial Velocity,1,133.6,0.5,-0.5,02h18m59.68s,34.748653000000004,+85d44m10.1s,85.736153,158.4,9.0,-9.0,6.98,V (Johnson),4835.8,7.5,-7.5,1.2,0.1,-0.1,9.2,0.6,-0.6,2015-10-15
282,283,HD 12661,b,Radial Velocity,2,262.709,0.083,-0.083,02h04m34.29s,31.142865999999998,+25d24m51.5s,25.414305,37.16,1.11,-1.18,7.425,V (Johnson),5748.0,70.0,-70.0,1.02,0.02,-0.02,1.11,0.08,-0.08,2014-11-19
283,284,HD 12661,c,Radial Velocity,2,1708.0,14.0,-14.0,02h04m34.29s,31.142865999999998,+25d24m51.5s,25.414305,37.16,1.11,-1.18,7.425,V (Johnson),5748.0,70.0,-70.0,1.02,0.02,-0.02,1.11,0.08,-0.08,2014-11-19
284,285,HD 126614,b,Radial Velocity,1,1244.0,17.0,-17.0,14h26m48.28s,216.701172,-05d10m40.0s,-5.17778,68.35,4.98,-5.83,8.788,V (Johnson),5585.0,44.0,-44.0,1.15,0.03,-0.03,1.09,0.06,-0.06,2014-05-14
288,289,HD 130322,b,Radial Velocity,1,10.70871,0.00018,-0.00018,14h47m32.73s,221.886368,-00d16m53.3s,-0.281476,29.76,1.28,-1.4,8.031,V (Johnson),5387.0,44.0,-44.0,0.92,0.03,-0.03,0.85,0.04,-0.04,2015-02-19
290,291,HD 131496,b,Radial Velocity,1,883.0,29.0,-29.0,14h53m23.03s,223.34594700000002,+18d14m07.4s,18.235401,121.36,12.9,-16.38,7.96,V (Johnson),4927.0,44.0,-44.0,1.61,0.11,-0.11,4.3,0.1,-0.1,2014-05-14
295,296,HD 134987,b,Radial Velocity,2,258.19,0.07,-0.07,15h13m28.67s,228.36944599999998,-25d18m33.6s,-25.309347,22.2,1.1,-1.1,6.45,V (Johnson),5585.0,50.0,-50.0,1.1,0.07,-0.04,1.25,0.04,-0.04,2014-05-14
296,297,HD 134987,c,Radial Velocity,2,5000.0,400.0,-400.0,15h13m28.67s,228.36944599999998,-25d18m33.6s,-25.309347,22.2,1.1,-1.1,6.45,V (Johnson),5585.0,50.0,-50.0,1.1,0.07,-0.04,1.25,0.04,-0.04,2014-05-14
297,298,HD 136418,b,Radial Velocity,1,464.3,3.2,-3.2,15h19m06.18s,229.77575699999997,+41d43m59.5s,41.733208000000005,106.38,7.57,-8.82,7.879,V (Johnson),5071.0,44.0,-44.0,1.33,0.09,-0.09,3.4,0.1,-0.1,2014-05-14
299,300,HD 13908,b,Radial Velocity,2,19.382,0.006,-0.006,02h18m14.56s,34.560665,+65d35m39.7s,65.59436,66.89,3.6,-4.03,7.507999999999999,V (Johnson),6255.0,66.0,-66.0,1.29,0.04,-0.04,1.67,0.1,-0.1,2014-05-14
300,301,HD 13908,c,Radial Velocity,2,931.0,17.0,-17.0,02h18m14.56s,34.560665,+65d35m39.7s,65.59436,66.89,3.6,-4.03,7.507999999999999,V (Johnson),6255.0,66.0,-66.0,1.29,0.04,-0.04,1.67,0.1,-0.1,2014-05-14
301,302,HD 13931,b,Radial Velocity,1,4218.0,388.0,-388.0,02h16m47.38s,34.197414,+43d46m22.8s,43.772995,45.52,1.91,-2.08,7.597,V (Johnson),5829.0,44.0,-44.0,1.02,0.02,-0.02,1.23,0.06,-0.06,2014-05-14
302,303,HD 139357,b,Radial Velocity,1,1125.7,9.0,-9.0,15h35m16.20s,233.81749,+53d55m19.7s,53.922142,121.36,7.46,-8.51,5.9639999999999995,V (Johnson),4700.0,70.0,-70.0,1.35,0.24,-0.24,11.47,0.75,-0.75,2014-05-14
303,304,HD 14067,b,Radial Velocity,1,1455.0,13.0,-12.0,02h17m10.44s,34.293499,+23d46m04.2s,23.767832000000002,163.4,12.3,-12.3,6.53,V (Johnson),4815.0,100.0,-100.0,2.4,0.2,-0.2,12.4,1.1,-1.1,2014-09-25
308,309,HD 141937,b,Radial Velocity,1,653.22,1.21,-1.21,15h52m17.55s,238.07312000000002,-18d26m09.8s,-18.436066,33.46,1.17,-1.25,7.25,V (Johnson),5879.0,70.0,-70.0,1.03,0.02,-0.02,0.99,0.06,-0.06,2014-11-19
309,310,HD 142,b,Radial Velocity,2,349.7,1.2,-1.2,00h06m19.18s,1.579898,-49d04m30.7s,-49.075191,25.64,0.41,-0.43,5.7,V (Johnson),6245.0,48.0,-48.0,1.23,0.22,-0.16,1.47,0.04,-0.04,2014-08-21
310,311,HD 142,c,Radial Velocity,2,6005.0,477.0,-477.0,00h06m19.18s,1.579898,-49d04m30.7s,-49.075191,25.64,0.41,-0.43,5.7,V (Johnson),6245.0,48.0,-48.0,1.23,0.22,-0.16,1.47,0.04,-0.04,2014-08-21
312,313,HD 142245,b,Radial Velocity,1,1299.0,48.0,-48.0,15h52m56.28s,238.23449700000003,+15d25m50.5s,15.430708,106.38,9.67,-11.82,7.63,V (Johnson),4878.0,44.0,-44.0,1.69,0.12,-0.12,5.2,0.1,-0.1,2014-05-14
317,318,HD 145457,b,Radial Velocity,1,176.3,0.39,-0.39,16h10m03.91s,242.516312,+26d44m33.9s,26.74275,126.1,10.63,-12.78,6.566,V (Johnson),4757.0,100.0,-100.0,1.9,0.3,-0.3,9.9,0.5,-0.5,2014-05-14
326,327,HD 149026,b,Radial Velocity,1,2.8758911,2.5e-06,-2.5e-06,16h30m29.62s,247.623413,+38d20m50.3s,38.347309,78.86,4.62,-5.24,8.15,V (Johnson),6160.0,50.0,-50.0,1.34,0.02,-0.02,1.54,0.05,-0.04,2014-10-15
328,329,HD 1502,b,Radial Velocity,1,431.8,3.5,-3.5,00h19m17.07s,4.82111,+14d03m17.1s,14.054754999999998,167.5,25.26,-36.16,8.52,V (Johnson),5049.0,44.0,-44.0,1.61,0.11,-0.11,4.5,0.1,-0.1,2014-05-14
329,330,HD 150706,b,Radial Velocity,1,5894.0,5584.0,-1498.0,16h31m17.59s,247.823273,+79d47m23.2s,79.789772,27.23,0.41,-0.42,7.02,V (Johnson),5961.0,27.0,-27.0,1.17,0.12,-0.12,0.96,0.02,-0.02,2014-07-23
331,332,HD 152581,b,Radial Velocity,1,689.0,13.0,-13.0,16h53m43.58s,253.43159500000002,+11d58m25.5s,11.973746,182.82,31.76,-48.67,8.54,V (Johnson),5155.0,44.0,-44.0,0.93,0.07,-0.07,4.8,0.1,-0.1,2014-05-14
337,338,HD 155233,b,Radial Velocity,1,818.8,12.1,-12.1,17h11m04.37s,257.768188,-20d39m16.5s,-20.65457,75.13,3.33,-3.33,6.81,V (Johnson),4960.0,100.0,-100.0,1.69,0.14,-0.14,5.03,0.39,-0.39,2016-03-17
343,344,HD 156846,b,Radial Velocity,1,359.5546,0.0071,-0.0071,17h20m34.31s,260.142944,-19d20m01.5s,-19.333745999999998,49.0,2.13,-2.34,6.506,V (Johnson),5969.0,44.0,-44.0,1.35,0.04,-0.04,2.12,0.12,-0.12,2014-05-14
344,345,HD 158038,b,Radial Velocity,1,521.0,6.9,-6.9,17h25m45.43s,261.439301,+27d18m12.0s,27.303340999999996,114.15,10.2,-12.43,7.64,V (Johnson),4897.0,44.0,-44.0,1.65,0.12,-0.12,4.8,0.1,-0.1,2014-05-14
345,346,HD 159243,b,Radial Velocity,2,12.62,0.004,-0.004,17h33m21.55s,263.339783,+05d42m02.6s,5.7007330000000005,68.59,5.42,-6.43,8.646,V (Johnson),6123.0,65.0,-65.0,1.12,0.03,-0.03,1.12,0.05,-0.05,2014-05-14
346,347,HD 159243,c,Radial Velocity,2,248.4,4.9,-4.9,17h33m21.55s,263.339783,+05d42m02.6s,5.7007330000000005,68.59,5.42,-6.43,8.646,V (Johnson),6123.0,65.0,-65.0,1.12,0.03,-0.03,1.12,0.05,-0.05,2014-05-14
349,350,HD 1605,b,Radial Velocity,2,577.9,5.6,-4.9,00h20m31.52s,5.13133,+30d58m29.3s,30.974804,84.6,6.11,-7.14,7.52,V (Johnson),4757.0,50.0,-50.0,1.31,0.11,-0.11,3.8,0.4,-0.4,2015-04-01
350,351,HD 1605,c,Radial Velocity,2,2111.0,42.0,-32.0,00h20m31.52s,5.13133,+30d58m29.3s,30.974804,84.6,6.11,-7.14,7.52,V (Johnson),4757.0,50.0,-50.0,1.31,0.11,-0.11,3.8,0.4,-0.4,2015-04-01
358,359,HD 163607,b,Radial Velocity,2,75.29,0.02,-0.02,17h53m40.50s,268.418732,+56d23m31.0s,56.39195600000001,69.44,2.95,-3.23,7.979,V (Johnson),5543.0,44.0,-44.0,1.09,0.02,-0.02,1.63,0.07,-0.07,2015-02-05
359,360,HD 163607,c,Radial Velocity,2,1314.0,8.0,-8.0,17h53m40.50s,268.418732,+56d23m31.0s,56.39195600000001,69.44,2.95,-3.23,7.979,V (Johnson),5543.0,44.0,-44.0,1.09,0.02,-0.02,1.63,0.07,-0.07,2014-06-25
361,362,HD 164509,b,Radial Velocity,1,282.4,3.8,-3.8,18h01m31.23s,270.380127,+00d06m16.4s,0.104556,51.81,2.72,-3.04,8.103,V (Johnson),5922.0,44.0,-44.0,1.13,0.02,-0.02,1.06,0.03,-0.03,2014-06-25
365,366,HD 1666,b,Radial Velocity,1,270.0,0.8,-0.9,00h20m52.34s,5.218084999999999,-19d55m52.4s,-19.931225,110.62,11.12,-13.91,8.17,V (Johnson),6317.0,44.0,-44.0,1.5,0.07,-0.07,1.93,0.49,-0.49,2015-04-01
367,368,HD 167042,b,Radial Velocity,1,420.77,3.48,-3.11,18h10m31.64s,272.63183599999996,+54d17m11.6s,54.286552,50.0,1.24,-1.31,5.94,V (Johnson),4943.0,12.0,-12.0,1.5,0.2,-0.2,4.5,0.2,-0.2,2014-05-14
368,369,HD 168443,b,Radial Velocity,2,58.11247,0.0003,-0.0003,18h20m03.93s,275.016388,-09d35m44.6s,-9.595722,37.88,1.18,-1.26,6.917000000000001,V (Johnson),5491.0,44.0,-44.0,0.99,0.02,-0.02,1.51,0.06,-0.06,2014-06-25
369,370,HD 168443,c,Radial Velocity,2,1749.83,0.57,-0.57,18h20m03.93s,275.016388,-09d35m44.6s,-9.595722,37.88,1.18,-1.26,6.917000000000001,V (Johnson),5491.0,44.0,-44.0,0.99,0.02,-0.02,1.51,0.06,-0.06,2015-02-05
374,375,HD 170469,b,Radial Velocity,1,1145.0,18.0,-18.0,18h29m10.98s,277.295746,+11d41m43.8s,11.695502000000001,64.98,4.37,-5.05,8.21,V (Johnson),5810.0,44.0,-44.0,1.14,0.01,-0.05,1.22,0.04,-0.04,2014-07-02
379,380,HD 173416,b,Radial Velocity,1,323.6,2.2,-2.2,18h43m36.11s,280.90045200000003,+36d33m23.8s,36.556606,134.95,9.01,-10.4,6.057,V (Johnson),4683.0,100.0,-100.0,2.0,0.3,-0.3,13.5,0.9,-0.9,2014-07-09
381,382,HD 175541,b,Radial Velocity,1,297.3,0.6,-0.6,18h55m40.88s,283.92034900000004,+04d15m55.2s,4.265325,127.55,16.07,-21.48,8.03,V (Johnson),5060.0,44.0,-44.0,1.65,0.12,-0.12,3.8,0.09,-0.09,2014-07-09
382,383,HD 175607,b,Radial Velocity,1,29.01,0.02,-0.02,19h01m05.49s,285.272858,-66d11m33.6s,-66.19268000000001,45.27,2.07,-2.07,8.61,V (Johnson),5392.0,17.0,-17.0,0.71,0.01,-0.01,0.7,0.01,-0.01,2015-11-19
386,387,HD 179079,b,Radial Velocity,1,14.476,0.011,-0.011,19h11m09.83s,287.790955,-02d38m18.2s,-2.638385,63.69,3.6,-4.06,7.95,V (Johnson),5684.0,44.0,-44.0,1.15,0.03,-0.03,1.6,0.09,-0.09,2014-07-09
388,389,HD 180314,b,Radial Velocity,1,396.03,0.62,-0.62,19h14m50.21s,288.709198,+31d51m37.3s,31.86035,131.75,10.25,-12.13,6.608,V (Johnson),4917.0,100.0,-100.0,2.6,0.3,-0.3,9.2,0.4,-0.4,2015-09-10
389,390,HD 180902,b,Radial Velocity,1,479.0,13.0,-13.0,19h19m17.71s,289.82379199999997,-23d33m29.4s,-23.558155,114.55,11.77,-14.82,7.778,V (Johnson),5030.0,44.0,-44.0,1.52,0.11,-0.11,4.1,0.1,-0.1,2014-05-14
390,391,HD 181342,b,Radial Velocity,1,562.1,6.0,-6.0,19h21m04.23s,290.26763900000003,-23d37m10.5s,-23.619572,110.62,7.46,-7.46,7.55,V (Johnson),5040.0,100.0,-100.0,1.89,0.11,-0.11,5.12,0.49,-0.49,2016-03-17
401,402,HD 18742,b,Radial Velocity,1,772.0,11.0,-11.0,03h00m10.66s,45.044407,-20d48m09.4s,-20.802603,127.88,15.27,-20.05,7.97,V (Johnson),5048.0,44.0,-44.0,1.6,0.11,-0.11,4.9,0.1,-0.1,2014-05-14
403,404,HD 189733,b,Radial Velocity,1,2.2185752,8e-08,-8e-08,20h00m43.71s,300.18212900000003,+22d42m39.1s,22.710854,19.25,0.32,-0.33,7.67,V (Johnson),4875.0,43.0,-43.0,0.85,0.05,-0.05,0.81,0.02,-0.02,2015-04-24
409,410,HD 192263,b,Radial Velocity,1,24.3587,0.0022,-0.0022,20h13m59.85s,303.49935899999997,-00d52m00.8s,-0.866877,19.89,0.44,-0.46,7.79,V (Johnson),4996.0,44.0,-44.0,0.81,0.01,-0.01,0.73,0.01,-0.01,2015-03-26
412,413,HD 192699,b,Radial Velocity,1,345.53,1.77,-1.63,20h16m06.01s,304.02502400000003,+04d34m50.9s,4.580794999999999,67.39,3.89,-4.4,6.44,V (Johnson),5220.0,44.0,-44.0,1.68,0.12,-0.12,3.9,0.06,-0.06,2014-08-21
415,416,HD 196067,b,Radial Velocity,1,3638.0,232.0,-185.0,20h41m44.09s,310.433716,-75d21m02.9s,-75.3508,43.57,3.65,-4.39,6.03,V (Johnson),6017.0,46.0,-46.0,1.29,0.08,-0.08,1.73,0.21,-0.21,2014-05-14
416,417,HD 196885,b,Radial Velocity,1,1333.0,15.0,-15.0,20h39m51.88s,309.966156,+11d14m58.7s,11.249649,32.99,0.86,-0.91,6.398,V (Johnson),6254.0,44.0,-44.0,1.28,0.05,-0.05,1.31,0.05,-0.05,2014-08-21
419,420,HD 200964,b,Radial Velocity,2,613.8,1.3,-1.4,21h06m39.84s,316.666016,+03d48m11.2s,3.803119,68.35,4.5,-5.18,6.487,V (Johnson),5164.0,44.0,-44.0,1.44,0.09,-0.09,4.3,0.09,-0.09,2014-05-14
420,421,HD 200964,c,Radial Velocity,2,825.0,5.1,-3.1,21h06m39.84s,316.666016,+03d48m11.2s,3.803119,68.35,4.5,-5.18,6.487,V (Johnson),5164.0,44.0,-44.0,1.44,0.09,-0.09,4.3,0.09,-0.09,2014-05-14
428,429,HD 205739,b,Radial Velocity,1,279.8,0.1,-0.1,21h38m08.41s,324.535034,-31d44m14.9s,-31.737484000000002,90.33,8.3,-10.17,8.56,V (Johnson),6176.0,30.0,-30.0,1.22,0.08,-0.06,1.33,0.1,-0.1,2014-09-25
429,430,HD 206610,b,Radial Velocity,1,610.0,13.0,-13.0,21h43m24.90s,325.85376,-07d24m29.7s,-7.408253,170.07,27.01,-39.58,8.346,V (Johnson),4874.0,44.0,-44.0,1.56,0.11,-0.11,6.1,0.1,-0.1,2014-05-14
430,431,HD 20782,b,Radial Velocity,1,597.065,0.043,-0.043,03h20m03.58s,50.014908,-28d51m14.7s,-28.854071,35.5,0.8,-0.8,7.4,V (Johnson),5798.0,44.0,-44.0,1.02,0.02,-0.02,1.09,0.04,-0.04,2016-05-19
437,438,HD 208527,b,Radial Velocity,1,875.5,5.8,-5.8,21h56m23.99s,329.099945,+21d14m23.5s,21.239859,352.11,75.1,-130.98,6.4,V (Johnson),4035.0,65.0,-65.0,1.6,0.4,-0.4,51.1,8.3,-8.3,2014-05-14
443,444,HD 212771,b,Radial Velocity,1,373.3,3.4,-3.4,22h27m03.07s,336.762787,-17d15m49.2s,-17.263659,121.8,13.93,-18.06,7.595,V (Johnson),5121.0,44.0,-44.0,1.15,0.08,-0.08,5.0,0.1,-0.1,2014-05-14
454,455,HD 217786,b,Radial Velocity,1,1319.0,4.0,-4.0,23h03m08.20s,345.78418,-00d25m46.6s,-0.429622,54.8,2.0,-2.0,7.8,V (Johnson),5966.0,65.0,-65.0,1.02,0.03,-0.03,1.27,0.06,-0.06,2014-05-14
456,457,HD 219077,b,Radial Velocity,1,5501.0,130.0,-119.0,23h14m06.58s,348.527435,-62d42m00.0s,-62.700005000000004,29.2,0.51,-0.53,6.12,V (Johnson),5362.0,18.0,-18.0,1.05,0.02,-0.02,1.91,0.03,-0.03,2014-05-14
466,467,HD 220074,b,Radial Velocity,1,672.1,3.7,-3.7,23h20m14.38s,350.059906,+61d58m12.5s,61.970127000000005,289.02,42.71,-60.63,6.4,V (Johnson),3935.0,110.0,-110.0,1.2,0.3,-0.3,49.7,9.5,-9.5,2014-05-14
467,468,HD 220689,b,Radial Velocity,1,2209.0,103.0,-81.0,23h25m52.99s,351.470795,-20d36m57.7s,-20.61603,45.23,1.81,-1.96,7.757999999999999,V (Johnson),5921.0,26.0,-26.0,1.04,0.03,-0.03,1.07,0.04,-0.04,2014-05-14
472,473,HD 222155,b,Radial Velocity,1,3999.0,469.0,-541.0,23h38m00.31s,354.501282,+48d59m47.5s,48.996521,50.45,2.0,-2.18,7.114,V (Johnson),5765.0,22.0,-22.0,1.13,0.11,-0.11,1.67,0.07,-0.07,2014-05-14
474,475,HD 224693,b,Radial Velocity,1,26.73,0.02,-0.02,23h59m53.83s,359.974304,-22d25m41.2s,-22.428114,94.07,9.33,-11.64,8.216000000000001,V (Johnson),6037.0,50.0,-50.0,1.33,0.1,-0.1,1.7,0.3,-0.3,2014-11-19
478,479,HD 231701,b,Radial Velocity,1,141.6,2.8,-2.8,19h32m04.16s,293.017334,+16d28m27.4s,16.474291,108.46,11.94,-15.3,8.97,V (Johnson),6208.0,44.0,-44.0,1.14,0.04,-0.03,1.35,0.1,-0.1,2014-11-19
484,485,HD 24064,b,Radial Velocity,1,535.6,3.0,-3.0,03h56m36.30s,59.151241000000006,+74d04m48.1s,74.08003199999999,264.4,31.2,-31.2,6.75,V (Johnson),4052.5,22.5,-22.5,1.0,0.1,-0.1,38.0,2.9,-2.9,2015-10-15
485,486,HD 25171,b,Radial Velocity,1,1845.0,167.0,-167.0,03h55m49.44s,58.956001,-65d11m12.0s,-65.186676,56.05,1.82,-1.95,7.79,V (Johnson),6160.0,65.0,-65.0,1.09,0.03,-0.03,1.18,0.04,-0.04,2014-05-14
492,493,HD 285507,b,Radial Velocity,1,6.0881,0.0018,-0.0018,04h07m01.22s,61.755104,+15d20m06.1s,15.335032,42.43,3.71,-4.5,10.267000000000001,V (Johnson),4503.0,85.0,-61.0,0.73,0.03,-0.03,0.66,0.05,-0.05,2014-05-14
494,495,HD 28678,b,Radial Velocity,1,387.1,3.4,-3.4,04h31m25.45s,67.85605600000001,+04d34m31.0s,4.575287,168.92,30.03,-46.6,8.54,V (Johnson),5076.0,44.0,-44.0,1.74,0.12,-0.12,6.2,0.1,-0.1,2014-05-14
496,497,HD 2952,b,Radial Velocity,1,311.6,1.7,-1.9,00h33m10.39s,8.293311,+54d53m41.9s,54.894985,115.21,8.71,-10.26,5.922000000000001,V (Johnson),4844.0,20.0,-20.0,2.54,0.12,-0.09,12.02,1.16,-1.06,2014-05-14
498,499,HD 30562,b,Radial Velocity,1,1159.2,2.8,-2.8,04h48m36.38s,72.151604,-05d40m26.6s,-5.674045,26.5,0.61,-0.64,5.78,V (Johnson),5994.0,46.0,-46.0,1.23,0.03,-0.03,1.53,0.04,-0.04,2014-05-14
